Constituency_Num,Constituency_Name,Serial_Num,Candidate_Name,Party_Name,EVM_Votes,Postal_Votes,Total_Votes,Vote_Percent,Total_Rounds,Current_Round,State,District,Constituency_Category,Coalition,Election_Year
1,Mekliganj,1,Adhikary Paresh Chandra,All India Trinamool Congress,89062,463,89525,40.91,19,19,West Bengal,Cooch Behar,SC,,2026
1,Mekliganj,2,Ila Rani Roy,Indian National Congress,1276,12,1288,0.59,19,19,West Bengal,Cooch Behar,SC,Left–Congress alliance,2026
1,Mekliganj,3,Kamal Kumar Roy,All India Forward Bloc,2345,41,2386,1.09,19,19,West Bengal,Cooch Behar,SC,Left–Congress alliance,2026
1,Mekliganj,4,Dadhiram Ray,Bharatiya Janata Party,118185,924,119109,54.42,19,19,West Bengal,Cooch Behar,SC,,2026
1,Mekliganj,5,Hiten Barman,Socialist Unity Centre Of India (COMMUNIST),1383,9,1392,0.64,19,19,West Bengal,Cooch Behar,SC,,2026
1,Mekliganj,6,Kirttiram Barman,Independent,215,3,218,0.1,19,19,West Bengal,Cooch Behar,SC,,2026
1,Mekliganj,7,Krishna Barman,Independent,231,0,231,0.11,19,19,West Bengal,Cooch Behar,SC,,2026
1,Mekliganj,8,Golapi Roy,Independent,426,1,427,0.2,19,19,West Bengal,Cooch Behar,SC,,2026
1,Mekliganj,9,Purnendu Roy,Independent,897,3,900,0.41,19,19,West Bengal,Cooch Behar,SC,,2026
1,Mekliganj,10,Manoj Kumar Ray,Independent,276,2,278,0.13,19,19,West Bengal,Cooch Behar,SC,,2026
1,Mekliganj,11,Hiranmay Deb Singha,Independent,978,1,979,0.45,19,19,West Bengal,Cooch Behar,SC,,2026
1,Mekliganj,12,Nota,None of the Above,2112,14,2126,0.97,19,19,West Bengal,Cooch Behar,SC,,2026
2,Mathabhanga,1,Kshitendra Nath Barman,Indian National Congress,1110,8,1118,0.46,24,24,West Bengal,Cooch Behar,SC,Left–Congress alliance,2026
2,Mathabhanga,2,Khagen Chandra Barman,Communist Party of India (Marxist),3945,85,4030,1.67,24,24,West Bengal,Cooch Behar,SC,Left–Congress alliance,2026
2,Mathabhanga,3,Nishith Pramanik,Bharatiya Janata Party,142057,1283,143340,59.27,24,24,West Bengal,Cooch Behar,SC,,2026
2,Mathabhanga,4,Mritunjoy Biswas,Bahujan Samaj Party,1096,1,1097,0.45,24,24,West Bengal,Cooch Behar,SC,,2026
2,Mathabhanga,5,Dr. Sablu Barman,All India Trinamool Congress,85735,515,86250,35.66,24,24,West Bengal,Cooch Behar,SC,,2026
2,Mathabhanga,6,Premananda Barman,Kamatapur People's Party (United),753,2,755,0.31,24,24,West Bengal,Cooch Behar,SC,,2026
2,Mathabhanga,7,Bikash Barman,Socialist Unity Centre Of India (COMMUNIST),336,1,337,0.14,24,24,West Bengal,Cooch Behar,SC,,2026
2,Mathabhanga,8,Subodh Barman,Amra Bangalee,192,0,192,0.08,24,24,West Bengal,Cooch Behar,SC,,2026
2,Mathabhanga,9,Kangsa Raj Barman,Independent,324,1,325,0.13,24,24,West Bengal,Cooch Behar,SC,,2026
2,Mathabhanga,10,Goutam Barman,Independent,287,1,288,0.12,24,24,West Bengal,Cooch Behar,SC,,2026
2,Mathabhanga,11,Provakar Roy,Independent,678,6,684,0.28,24,24,West Bengal,Cooch Behar,SC,,2026
2,Mathabhanga,12,Mihir Sarkar,Independent,882,1,883,0.37,24,24,West Bengal,Cooch Behar,SC,,2026
2,Mathabhanga,13,Dr. Harekrishna Sarkar,Independent,1164,4,1168,0.48,24,24,West Bengal,Cooch Behar,SC,,2026
2,Mathabhanga,14,Haradhan Roy,Independent,464,1,465,0.19,24,24,West Bengal,Cooch Behar,SC,,2026
2,Mathabhanga,15,Nota,None of the Above,899,14,913,0.38,24,24,West Bengal,Cooch Behar,SC,,2026
3,Coochbehar Uttar,1,Partha Pratim Ray,All India Trinamool Congress,84168,775,84943,33.42,23,23,West Bengal,Cooch Behar,SC,,2026
3,Coochbehar Uttar,2,Partha Pratim Ishor,Indian National Congress,1912,27,1939,0.76,23,23,West Bengal,Cooch Behar,SC,Left–Congress alliance,2026
3,Coochbehar Uttar,3,Pranay Karjee,Communist Party of India (Marxist),5182,111,5293,2.08,23,23,West Bengal,Cooch Behar,SC,Left–Congress alliance,2026
3,Coochbehar Uttar,4,Sukumar Ray,Bharatiya Janata Party,153169,2158,155327,61.11,23,23,West Bengal,Cooch Behar,SC,,2026
3,Coochbehar Uttar,5,Upendra Nath Basunia,Amra Bangalee,871,3,874,0.34,23,23,West Bengal,Cooch Behar,SC,,2026
3,Coochbehar Uttar,6,Nirmal Kumar Roy,Kamatapur People's Party (United),210,11,221,0.09,23,23,West Bengal,Cooch Behar,SC,,2026
3,Coochbehar Uttar,7,Swapan Kumar Barman,Socialist Unity Centre Of India (COMMUNIST),379,9,388,0.15,23,23,West Bengal,Cooch Behar,SC,,2026
3,Coochbehar Uttar,8,Uttam Barman,Independent,294,13,307,0.12,23,23,West Bengal,Cooch Behar,SC,,2026
3,Coochbehar Uttar,9,Naresh Chandra Roy,Independent,402,1,403,0.16,23,23,West Bengal,Cooch Behar,SC,,2026
3,Coochbehar Uttar,10,Panchanan Roy,Independent,955,6,961,0.38,23,23,West Bengal,Cooch Behar,SC,,2026
3,Coochbehar Uttar,11,Sukumar Roy,Independent,886,9,895,0.35,23,23,West Bengal,Cooch Behar,SC,,2026
3,Coochbehar Uttar,12,Sukumar Roy,Independent,801,4,805,0.32,23,23,West Bengal,Cooch Behar,SC,,2026
3,Coochbehar Uttar,13,Nota,None of the Above,1796,23,1819,0.72,23,23,West Bengal,Cooch Behar,SC,,2026
4,Coochbehar Dakshin,1,Avijit De Bhowmik,All India Trinamool Congress,84428,770,85198,41.48,23,23,West Bengal,Cooch Behar,General,,2026
4,Coochbehar Dakshin,2,Khokan Miah,Indian National Congress,2926,45,2971,1.45,23,23,West Bengal,Cooch Behar,General,Left–Congress alliance,2026
4,Coochbehar Dakshin,3,Nazmul Alom Sarkar,All India Forward Bloc,3025,112,3137,1.53,23,23,West Bengal,Cooch Behar,General,Left–Congress alliance,2026
4,Coochbehar Dakshin,4,Bhaskar Jyoti Dutta,Bahujan Samaj Party,555,6,561,0.27,23,23,West Bengal,Cooch Behar,General,,2026
4,Coochbehar Dakshin,5,Rathindra Bose,Bharatiya Janata Party,106787,1695,108482,52.81,23,23,West Bengal,Cooch Behar,General,,2026
4,Coochbehar Dakshin,6,Bidhan Barma,Kamatapur People's Party (United),465,6,471,0.23,23,23,West Bengal,Cooch Behar,General,,2026
4,Coochbehar Dakshin,7,Suman Pandit,Socialist Unity Centre Of India (COMMUNIST),395,5,400,0.19,23,23,West Bengal,Cooch Behar,General,,2026
4,Coochbehar Dakshin,8,Haridas Modak,Amra Bangalee,182,3,185,0.09,23,23,West Bengal,Cooch Behar,General,,2026
4,Coochbehar Dakshin,9,Ananta Barman,Independent,250,9,259,0.13,23,23,West Bengal,Cooch Behar,General,,2026
4,Coochbehar Dakshin,10,Abhijit Dey,Independent,124,1,125,0.06,23,23,West Bengal,Cooch Behar,General,,2026
4,Coochbehar Dakshin,11,Koushik Bhattacharjee,Independent,243,2,245,0.12,23,23,West Bengal,Cooch Behar,General,,2026
4,Coochbehar Dakshin,12,Ranjit Sarkar,Independent,502,0,502,0.24,23,23,West Bengal,Cooch Behar,General,,2026
4,Coochbehar Dakshin,13,Rashidul Alam,Independent,194,2,196,0.1,23,23,West Bengal,Cooch Behar,General,,2026
4,Coochbehar Dakshin,14,Santosh Barman,Independent,336,0,336,0.16,23,23,West Bengal,Cooch Behar,General,,2026
4,Coochbehar Dakshin,15,Surath Kumar Hom Roy,Independent,575,0,575,0.28,23,23,West Bengal,Cooch Behar,General,,2026
4,Coochbehar Dakshin,16,Nota,None of the Above,1743,27,1770,0.86,23,23,West Bengal,Cooch Behar,General,,2026
5,Sitalkuchi,1,Namadipti Roy Adhikary,Communist Party of India (Marxist),3931,48,3979,1.42,27,27,West Bengal,Cooch Behar,SC,Left–Congress alliance,2026
5,Sitalkuchi,2,Shyamsundar Ray,Bahujan Samaj Party,945,0,945,0.34,27,27,West Bengal,Cooch Behar,SC,,2026
5,Sitalkuchi,3,Sabitri Barman,Bharatiya Janata Party,143605,762,144367,51.59,27,27,West Bengal,Cooch Behar,SC,,2026
5,Sitalkuchi,4,Sukamal Barman,Indian National Congress,2511,11,2522,0.9,27,27,West Bengal,Cooch Behar,SC,Left–Congress alliance,2026
5,Sitalkuchi,5,Harihar Das,All India Trinamool Congress,118605,484,119089,42.56,27,27,West Bengal,Cooch Behar,SC,,2026
5,Sitalkuchi,6,Kamal Barman,Amra Bangalee,1347,5,1352,0.48,27,27,West Bengal,Cooch Behar,SC,,2026
5,Sitalkuchi,7,Jagadish Adhikari,Socialist Unity Centre Of India (COMMUNIST),772,1,773,0.28,27,27,West Bengal,Cooch Behar,SC,,2026
5,Sitalkuchi,8,Manik Chandra Barman,Kamatapur People's Party (United),1504,2,1506,0.54,27,27,West Bengal,Cooch Behar,SC,,2026
5,Sitalkuchi,9,Gajendra Barman,Independent,1195,4,1199,0.43,27,27,West Bengal,Cooch Behar,SC,,2026
5,Sitalkuchi,10,Paresh Chandra Manta,Independent,1683,1,1684,0.6,27,27,West Bengal,Cooch Behar,SC,,2026
5,Sitalkuchi,11,Harekrishna Sarkar,Independent,749,3,752,0.27,27,27,West Bengal,Cooch Behar,SC,,2026
5,Sitalkuchi,12,Nota,None of the Above,1645,9,1654,0.59,27,27,West Bengal,Cooch Behar,SC,,2026
6,Sitai,1,Arun Kumar Barma,All India Forward Bloc,2076,29,2105,0.79,23,23,West Bengal,Cooch Behar,SC,Left–Congress alliance,2026
6,Sitai,2,Ashutosh Barma,Bharatiya Janata Party,124735,732,125467,47.29,23,23,West Bengal,Cooch Behar,SC,,2026
6,Sitai,3,Rabin Roy,Indian National Congress,3239,23,3262,1.23,23,23,West Bengal,Cooch Behar,SC,Left–Congress alliance,2026
6,Sitai,4,Sangita Roy,All India Trinamool Congress,127382,806,128188,48.31,23,23,West Bengal,Cooch Behar,SC,,2026
6,Sitai,5,Binapani Ray,Socialist Unity Centre Of India (COMMUNIST),1803,6,1809,0.68,23,23,West Bengal,Cooch Behar,SC,,2026
6,Sitai,6,Manik Roy,Aam Janata Unnayan party,1384,0,1384,0.52,23,23,West Bengal,Cooch Behar,SC,,2026
6,Sitai,7,Goutam Roy,Independent,536,3,539,0.2,23,23,West Bengal,Cooch Behar,SC,,2026
6,Sitai,8,Sunil Chandra Mahanta,Independent,1240,1,1241,0.47,23,23,West Bengal,Cooch Behar,SC,,2026
6,Sitai,9,Nota,None of the Above,1315,9,1324,0.5,23,23,West Bengal,Cooch Behar,SC,,2026
7,Dinhata,1,Ajay Ray,Bharatiya Janata Party,136795,1460,138255,51.6,25,25,West Bengal,Cooch Behar,General,,2026
7,Dinhata,2,Udayan Guha,All India Trinamool Congress,119831,977,120808,45.09,25,25,West Bengal,Cooch Behar,General,,2026
7,Dinhata,3,Bikas Mandal,All India Forward Bloc,2994,48,3042,1.14,25,25,West Bengal,Cooch Behar,General,Left–Congress alliance,2026
7,Dinhata,4,Harihar Roy Singha,Indian National Congress,1591,17,1608,0.6,25,25,West Bengal,Cooch Behar,General,Left–Congress alliance,2026
7,Dinhata,5,Ajijul Hoque,Socialist Unity Centre Of India (COMMUNIST),429,3,432,0.16,25,25,West Bengal,Cooch Behar,General,,2026
7,Dinhata,6,Animesh Barman,Independent,293,1,294,0.11,25,25,West Bengal,Cooch Behar,General,,2026
7,Dinhata,7,Pampa Ray Barman,Independent,504,2,506,0.19,25,25,West Bengal,Cooch Behar,General,,2026
7,Dinhata,8,Prabir Kumar Roy Sarkar,Independent,1164,2,1166,0.44,25,25,West Bengal,Cooch Behar,General,,2026
7,Dinhata,9,Nota,None of the Above,1786,28,1814,0.68,25,25,West Bengal,Cooch Behar,General,,2026
8,Natabari,1,Akik Hassan,Communist Party of India (Marxist),6503,103,6606,2.84,22,22,West Bengal,Cooch Behar,General,Left–Congress alliance,2026
8,Natabari,2,Girija Shankar Ray,Bharatiya Janata Party,125600,1311,126911,54.53,22,22,West Bengal,Cooch Behar,General,,2026
8,Natabari,3,Biswajit Sarkar,Indian National Congress,2497,19,2516,1.08,22,22,West Bengal,Cooch Behar,General,Left–Congress alliance,2026
8,Natabari,4,Sailendra Nath Barma,All India Trinamool Congress,91641,657,92298,39.66,22,22,West Bengal,Cooch Behar,General,,2026
8,Natabari,5,Abdus Salam,Socialist Unity Centre Of India (COMMUNIST),972,4,976,0.42,22,22,West Bengal,Cooch Behar,General,,2026
8,Natabari,6,Md. Sakowat Ali,Aam Janata Unnayan party,429,2,431,0.19,22,22,West Bengal,Cooch Behar,General,,2026
8,Natabari,7,Mrinal Kanti Saha,Independent,673,4,677,0.29,22,22,West Bengal,Cooch Behar,General,,2026
8,Natabari,8,Raghunath Biswas,Independent,373,1,374,0.16,22,22,West Bengal,Cooch Behar,General,,2026
8,Natabari,9,Sahidul Hossain,Independent,807,7,814,0.35,22,22,West Bengal,Cooch Behar,General,,2026
8,Natabari,10,Nota,None of the Above,1100,13,1113,0.48,22,22,West Bengal,Cooch Behar,General,,2026
9,Tufanganj,1,Debendranath Barma,Indian National Congress,1645,13,1658,0.72,22,22,West Bengal,Cooch Behar,General,Left–Congress alliance,2026
9,Tufanganj,2,Dhananjoy Rava,Communist Party of India (Marxist),4772,91,4863,2.11,22,22,West Bengal,Cooch Behar,General,Left–Congress alliance,2026
9,Tufanganj,3,Malati Rava Roy,Bharatiya Janata Party,121146,1379,122525,53.08,22,22,West Bengal,Cooch Behar,General,,2026
9,Tufanganj,4,Shibsankar Paul,All India Trinamool Congress,95434,634,96068,41.62,22,22,West Bengal,Cooch Behar,General,,2026
9,Tufanganj,5,Kabir Hossain,Aam Janata Unnayan party,967,3,970,0.42,22,22,West Bengal,Cooch Behar,General,,2026
9,Tufanganj,6,Bhola Saha,Socialist Unity Centre Of India (COMMUNIST),400,0,400,0.17,22,22,West Bengal,Cooch Behar,General,,2026
9,Tufanganj,7,Maheswar Gayen,Kamatapur People's Party (United),492,5,497,0.22,22,22,West Bengal,Cooch Behar,General,,2026
9,Tufanganj,8,Prafulla Prodhan,Independent,821,1,822,0.36,22,22,West Bengal,Cooch Behar,General,,2026
9,Tufanganj,9,Pramath Sarkar,Independent,629,2,631,0.27,22,22,West Bengal,Cooch Behar,General,,2026
9,Tufanganj,10,Bibhas Dakua,Independent,970,4,974,0.42,22,22,West Bengal,Cooch Behar,General,,2026
9,Tufanganj,11,Nota,None of the Above,1404,17,1421,0.62,22,22,West Bengal,Cooch Behar,General,,2026
10,Kumargram,1,Manoj Kumar Oraon,Bharatiya Janata Party,141540,1504,143044,57.95,24,24,West Bengal,Alipurduars,ST,,2026
10,Kumargram,2,Rajeev Tirkey,All India Trinamool Congress,89521,646,90167,36.53,24,24,West Bengal,Alipurduars,ST,,2026
10,Kumargram,3,Sudham Lama,Indian National Congress,2229,32,2261,0.92,24,24,West Bengal,Alipurduars,ST,Left–Congress alliance,2026
10,Kumargram,4,Unilish Mochari,Aam Janata Unnayan party,449,12,461,0.19,24,24,West Bengal,Alipurduars,ST,,2026
10,Kumargram,5,Kishor Minj,Revolutionary Socialist Party,4047,64,4111,1.67,24,24,West Bengal,Alipurduars,ST,Left–Congress alliance,2026
10,Kumargram,6,Ram Oraon,Socialist Unity Centre Of India (COMMUNIST),278,1,279,0.11,24,24,West Bengal,Alipurduars,ST,,2026
10,Kumargram,7,Sushil Minz,Gana Suraksha Party,242,3,245,0.1,24,24,West Bengal,Alipurduars,ST,,2026
10,Kumargram,8,Amit Chompramari,Independent,241,7,248,0.1,24,24,West Bengal,Alipurduars,ST,,2026
10,Kumargram,9,Abkari Kujur,Independent,418,5,423,0.17,24,24,West Bengal,Alipurduars,ST,,2026
10,Kumargram,10,Paulus Tudu,Independent,870,3,873,0.35,24,24,West Bengal,Alipurduars,ST,,2026
10,Kumargram,11,Bikash Oraon,Independent,1791,0,1791,0.73,24,24,West Bengal,Alipurduars,ST,,2026
10,Kumargram,12,Nota,None of the Above,2908,16,2924,1.18,24,24,West Bengal,Alipurduars,ST,,2026
11,Kalchini,1,Anjan Chik Baraik,Indian National Congress,3163,23,3186,1.57,23,23,West Bengal,Alipurduars,ST,Left–Congress alliance,2026
11,Kalchini,2,Birendra Bara (Oraon),All India Trinamool Congress,76418,498,76916,37.96,23,23,West Bengal,Alipurduars,ST,,2026
11,Kalchini,3,Bishal Lama,Bharatiya Janata Party,113928,831,114759,56.64,23,23,West Bengal,Alipurduars,ST,,2026
11,Kalchini,4,Arjun Indwar,Mulnibasi Party of India,1222,5,1227,0.61,23,23,West Bengal,Alipurduars,ST,,2026
11,Kalchini,5,Passang Sherpa,Revolutionary Socialist Party,2380,25,2405,1.19,23,23,West Bengal,Alipurduars,ST,Left–Congress alliance,2026
11,Kalchini,6,Narayan Lama,Independent,1086,6,1092,0.54,23,23,West Bengal,Alipurduars,ST,,2026
11,Kalchini,7,Ranajit Rabha,Independent,1227,0,1227,0.61,23,23,West Bengal,Alipurduars,ST,,2026
11,Kalchini,8,Nota,None of the Above,1784,11,1795,0.89,23,23,West Bengal,Alipurduars,ST,,2026
12,Alipurduars,1,Paritosh Das,Bharatiya Janata Party,141407,1835,143242,61.62,24,24,West Bengal,Alipurduars,General,,2026
12,Alipurduars,2,Mrinmoy Sarkar (Papan),Indian National Congress,2587,57,2644,1.14,24,24,West Bengal,Alipurduars,General,Left–Congress alliance,2026
12,Alipurduars,3,Shyamal Roy,Communist Party of India (Marxist),7117,184,7301,3.14,24,24,West Bengal,Alipurduars,General,Left–Congress alliance,2026
12,Alipurduars,4,Suman Kanjilal,All India Trinamool Congress,72246,576,72822,31.33,24,24,West Bengal,Alipurduars,General,,2026
12,Alipurduars,5,Abdul Latif Choudhury,Aam Janata Unnayan party,642,5,647,0.28,24,24,West Bengal,Alipurduars,General,,2026
12,Alipurduars,6,Pijush Kanti Sarma,Socialist Unity Centre Of India (COMMUNIST),406,2,408,0.18,24,24,West Bengal,Alipurduars,General,,2026
12,Alipurduars,7,Manik Barman,Kamatapur People's Party (United),350,24,374,0.16,24,24,West Bengal,Alipurduars,General,,2026
12,Alipurduars,8,Abinash Das,Independent,949,5,954,0.41,24,24,West Bengal,Alipurduars,General,,2026
12,Alipurduars,9,Abhijit Saha,Independent,528,3,531,0.23,24,24,West Bengal,Alipurduars,General,,2026
12,Alipurduars,10,Bhupesh Das,Independent,914,9,923,0.4,24,24,West Bengal,Alipurduars,General,,2026
12,Alipurduars,11,Nota,None of the Above,2587,33,2620,1.13,24,24,West Bengal,Alipurduars,General,,2026
13,Falakata,1,Akshoy Kumar Barman,Indian National Congress,1845,10,1855,0.79,24,24,West Bengal,Alipurduars,SC,Left–Congress alliance,2026
13,Falakata,2,Kamal Kishor Roy,Communist Party of India (Marxist),6036,97,6133,2.6,24,24,West Bengal,Alipurduars,SC,Left–Congress alliance,2026
13,Falakata,3,Dipak Barman,Bharatiya Janata Party,133209,1161,134370,56.95,24,24,West Bengal,Alipurduars,SC,,2026
13,Falakata,4,Subhash Chandra Roy,All India Trinamool Congress,87817,554,88371,37.45,24,24,West Bengal,Alipurduars,SC,,2026
13,Falakata,5,Ukil Chandra Bhuimali,Socialist Unity Centre Of India (COMMUNIST),1111,7,1118,0.47,24,24,West Bengal,Alipurduars,SC,,2026
13,Falakata,6,Dipankar Barman,Kamatapur People's Party (United),1033,14,1047,0.44,24,24,West Bengal,Alipurduars,SC,,2026
13,Falakata,7,Tarun Barman,Independent,1028,5,1033,0.44,24,24,West Bengal,Alipurduars,SC,,2026
13,Falakata,8,Dilip Barman,Independent,593,1,594,0.25,24,24,West Bengal,Alipurduars,SC,,2026
13,Falakata,9,Nota,None of the Above,1425,7,1432,0.61,24,24,West Bengal,Alipurduars,SC,,2026
14,Madarihat,1,Ishak Rabha,Bahujan Samaj Party,1402,4,1406,0.8,19,19,West Bengal,Alipurduars,ST,,2026
14,Madarihat,2,Jayprakash Toppo,All India Trinamool Congress,61255,323,61578,34.84,19,19,West Bengal,Alipurduars,ST,,2026
14,Madarihat,3,Joy Prafful Lakra,Indian National Congress,3000,29,3029,1.71,19,19,West Bengal,Alipurduars,ST,Left–Congress alliance,2026
14,Madarihat,4,Laxuman Limbu,Bharatiya Janata Party,101864,624,102488,57.98,19,19,West Bengal,Alipurduars,ST,,2026
14,Madarihat,5,Babita Bara Tirkey,Gana Suraksha Party,886,2,888,0.5,19,19,West Bengal,Alipurduars,ST,,2026
14,Madarihat,6,Sudhist Baraik,Socialist Unity Centre Of India (COMMUNIST),488,3,491,0.28,19,19,West Bengal,Alipurduars,ST,,2026
14,Madarihat,7,Subhash Lohar,Revolutionary Socialist Party,3091,38,3129,1.77,19,19,West Bengal,Alipurduars,ST,Left–Congress alliance,2026
14,Madarihat,8,Haren Rabha,Mulnibasi Party of India,637,1,638,0.36,19,19,West Bengal,Alipurduars,ST,,2026
14,Madarihat,9,Saradip Narjeenary,Independent,1223,3,1226,0.69,19,19,West Bengal,Alipurduars,ST,,2026
14,Madarihat,10,Nota,None of the Above,1873,7,1880,1.06,19,19,West Bengal,Alipurduars,ST,,2026
15,Dhupguri,1,Jiban Mitra,Bahujan Samaj Party,890,3,893,0.36,15,15,West Bengal,Jalpaiguri,SC	,,2026
15,Dhupguri,2,Naresh Roy,Bharatiya Janata Party,133692,1106,134798,54.25,15,15,West Bengal,Jalpaiguri,SC	,,2026
15,Dhupguri,3,Niranjan Roy,Communist Party of India (Marxist),7524,101,7625,3.07,15,15,West Bengal,Jalpaiguri,SC	,Left–Congress alliance,2026
15,Dhupguri,4,Nirmal Chandra Roy,All India Trinamool Congress,95612,636,96248,38.73,15,15,West Bengal,Jalpaiguri,SC	,,2026
15,Dhupguri,5,Harish Chandra Roy,Indian National Congress,1451,16,1467,0.59,15,15,West Bengal,Jalpaiguri,SC	,Left–Congress alliance,2026
15,Dhupguri,6,Adyanath Roy,Kamatapur People's Party (United),279,6,285,0.11,15,15,West Bengal,Jalpaiguri,SC	,,2026
15,Dhupguri,7,Jayanti Roy Oraon,Gana Suraksha Party,177,0,177,0.07,15,15,West Bengal,Jalpaiguri,SC	,,2026
15,Dhupguri,8,Priya Roy,Socialist Unity Centre Of India (COMMUNIST),284,3,287,0.12,15,15,West Bengal,Jalpaiguri,SC	,,2026
15,Dhupguri,9,Alok Roy,Independent,157,1,158,0.06,15,15,West Bengal,Jalpaiguri,SC	,,2026
15,Dhupguri,10,Kalyan Roy,Independent,405,10,415,0.17,15,15,West Bengal,Jalpaiguri,SC	,,2026
15,Dhupguri,11,Ganesh Mahato,Independent,1084,2,1086,0.44,15,15,West Bengal,Jalpaiguri,SC	,,2026
15,Dhupguri,12,Tapas Chandra Sarkar,Independent,1542,6,1548,0.62,15,15,West Bengal,Jalpaiguri,SC	,,2026
15,Dhupguri,13,Malay Siddha,Independent,856,2,858,0.35,15,15,West Bengal,Jalpaiguri,SC	,,2026
15,Dhupguri,14,Hrishikesh Adhikari,Independent,1492,0,1492,0.6,15,15,West Bengal,Jalpaiguri,SC	,,2026
15,Dhupguri,15,Nota,None of the Above,1149,10,1159,0.47,15,15,West Bengal,Jalpaiguri,SC	,,2026
16,Maynaguri,1,Dalim Chandra Roy,Bharatiya Janata Party,146047,1356,147403,58.62,17,17,West Bengal,Jalpaiguri,SC,,2026
16,Maynaguri,2,Priyanka Sarkar,Bahujan Samaj Party,898,5,903,0.36,17,17,West Bengal,Jalpaiguri,SC,,2026
16,Maynaguri,3,Jogen Sarkar,Indian National Congress,946,13,959,0.38,17,17,West Bengal,Jalpaiguri,SC,Left–Congress alliance,2026
16,Maynaguri,4,Rammohan Ray,All India Trinamool Congress,90202,698,90900,36.15,17,17,West Bengal,Jalpaiguri,SC,,2026
16,Maynaguri,5,Adhir Chandra Barman,Mulnibasi Party of India,741,5,746,0.3,17,17,West Bengal,Jalpaiguri,SC,,2026
16,Maynaguri,6,Dipak Roy,Kamatapur People's Party (United),654,20,674,0.27,17,17,West Bengal,Jalpaiguri,SC,,2026
16,Maynaguri,7,Shyamal Ray,Socialist Unity Centre Of India (COMMUNIST),290,9,299,0.12,17,17,West Bengal,Jalpaiguri,SC,,2026
16,Maynaguri,8,Sudeb Ray,Revolutionary Socialist Party,2743,50,2793,1.11,17,17,West Bengal,Jalpaiguri,SC,Left–Congress alliance,2026
16,Maynaguri,9,Suparna Sarkar,Amra Bangalee,249,10,259,0.1,17,17,West Bengal,Jalpaiguri,SC,,2026
16,Maynaguri,10,Tapati Roy Mallick,Independent,292,12,304,0.12,17,17,West Bengal,Jalpaiguri,SC,,2026
16,Maynaguri,11,Bishnu Das,Independent,611,1,612,0.24,17,17,West Bengal,Jalpaiguri,SC,,2026
16,Maynaguri,12,Ratna Roy,Independent,1823,6,1829,0.73,17,17,West Bengal,Jalpaiguri,SC,,2026
16,Maynaguri,13,Ramchandra Roy,Independent,692,3,695,0.28,17,17,West Bengal,Jalpaiguri,SC,,2026
16,Maynaguri,14,Sujan Mandal,Independent,938,3,941,0.37,17,17,West Bengal,Jalpaiguri,SC,,2026
16,Maynaguri,15,Nota,None of the Above,2116,14,2130,0.85,17,17,West Bengal,Jalpaiguri,SC,,2026
17,Jalpaiguri,1,Ananta Deb Adhikary,Bharatiya Janata Party,140474,2513,142987,60.11,19,19,West Bengal,Jalpaiguri,SC,,2026
17,Jalpaiguri,2,Krishna Das,All India Trinamool Congress,73298,884,74182,31.19,19,19,West Bengal,Jalpaiguri,SC,,2026
17,Jalpaiguri,3,Debraj Barman,Communist Party of India (Marxist),10975,349,11324,4.76,19,19,West Bengal,Jalpaiguri,SC,Left–Congress alliance,2026
17,Jalpaiguri,4,Bedodyuti Roy,Bahujan Samaj Party,381,4,385,0.16,19,19,West Bengal,Jalpaiguri,SC,,2026
17,Jalpaiguri,5,Sudipta Mohanta,Indian National Congress,2555,62,2617,1.1,19,19,West Bengal,Jalpaiguri,SC,Left–Congress alliance,2026
17,Jalpaiguri,6,Iswar Barai,Amra Bangalee,124,1,125,0.05,19,19,West Bengal,Jalpaiguri,SC,,2026
17,Jalpaiguri,7,Bilash Sarkar,Guruchand Sena Dal,160,3,163,0.07,19,19,West Bengal,Jalpaiguri,SC,,2026
17,Jalpaiguri,8,Manabendra Roy,Kamatapur People's Party (United),178,5,183,0.08,19,19,West Bengal,Jalpaiguri,SC,,2026
17,Jalpaiguri,9,Jashoda Barman,Socialist Unity Centre Of India (COMMUNIST),503,8,511,0.21,19,19,West Bengal,Jalpaiguri,SC,,2026
17,Jalpaiguri,10,Ambalika Roy,Independent,339,3,342,0.14,19,19,West Bengal,Jalpaiguri,SC,,2026
17,Jalpaiguri,11,Ujjal Sarkar,Independent,170,2,172,0.07,19,19,West Bengal,Jalpaiguri,SC,,2026
17,Jalpaiguri,12,Tumpa Das,Independent,229,1,230,0.1,19,19,West Bengal,Jalpaiguri,SC,,2026
17,Jalpaiguri,13,Debendranath Roy,Independent,702,3,705,0.3,19,19,West Bengal,Jalpaiguri,SC,,2026
17,Jalpaiguri,14,Sujit Mandal,Independent,1321,1,1322,0.56,19,19,West Bengal,Jalpaiguri,SC,,2026
17,Jalpaiguri,15,Nota,None of the Above,2577,31,2608,1.1,19,19,West Bengal,Jalpaiguri,SC,,2026
18,Rajganj,1,Kharendra Nath Roy,Communist Party of India (Marxist),6299,72,6371,2.84,13,13,West Bengal,Jalpaiguri,SC,Left–Congress alliance,2026
18,Rajganj,2,Tushar Kanti Roy,Indian National Congress,1452,8,1460,0.65,13,13,West Bengal,Jalpaiguri,SC,Left–Congress alliance,2026
